NL 174:558:5. Korrespondenz:5.1. Private Korrespondenz der Familie Mach:Lange, Eduard~P:Lange, Eduard (Vetter Machs):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.04.1904::::Liberec~50.764444°, 15.046944°:3 S. hs.:::::C012::0
NL 174:2919:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schulz, J.F. Hermann~117647454:Schulz, J.F. Hermann:117647454::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::07.12.1887::::Hamburg~53.550556°, 9.993333°:2 S. hs.:::::::0
NL 174:2920:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schulz, J.F. Hermann~117647454:Schulz, J.F. Hermann:117647454::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::21.01.1888::::Hamburg~53.550556°, 9.993333°:1 S. hs.:::::::0
NL 174:2921:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schumann, Victor~117303488:Schumann, Victor:117303488::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::27.09.1893::::Leipzig~51.340333°, 12.37475°:1 S. hs.:::::::1983
NL 174:2922:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schumann, Victor~117303488:Schumann, Victor:117303488::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::17.08.1896::::Leipzig~51.340333°, 12.37475°:1 S. hs.:::::::1983
NL 174:2923:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schuppe, Wilhelm~118795619:Schuppe, Wilhelm:118795619::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::17.04.1902::::Greifswald~54.095833°, 13.381111°:4 S. hs.::Thiele 1978, S. 92f.; Thiele 1970b, S. 415f.:::::1983
NL 174:2924:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schuppe, Wilhelm~118795619:Schuppe, Wilhelm:118795619::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::24.12.1902::::Greifswald~54.095833°, 13.381111°:1 S. hs.::Thiele 1978, S. 94; Thiele 1970b, S. 416f.:::::1983
NL 174:2925:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schuppe, Wilhelm~118795619:Schuppe, Wilhelm:118795619::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::30.07.1905::::Greifswald~54.095833°, 13.381111°:1 S. hs.::Thiele 1978, S. 94; Thiele 1970b, S. 417:::::1983
NL 174:2926:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schuppe, Wilhelm~118795619:Schuppe, Wilhelm:118795619::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::11.05.1906::::Greifswald~54.095833°, 13.381111°:2 S. hs.::Thiele 1978, S. 94f.; Thiele 1970b, S. 417f.:::::1983
NL 174:2927:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schuppe, Wilhelm~118795619:Schuppe, Wilhelm:118795619::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.09.1906::::Greifswald~54.095833°, 13.381111°:2 S. hs.::Thiele 1978, S. 95; Thiele 1970b, S. 418:::::1983
NL 174:2928:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schuppe, Wilhelm~118795619:Schuppe, Wilhelm:118795619::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::02.10.1906::::Greifswald~54.095833°, 13.381111°:3 S. hs.::Thiele 1978, S. 96; Thiele 1970b, S. 418f.:::::1983
NL 174:2929:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schuppe, Wilhelm~118795619:Schuppe, Wilhelm:118795619::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.02.1908::::Greifswald~54.095833°, 13.381111°:1 S. hs.::Thiele 1978, S. 97; Thiele 1970b, S. 419:::::1983
NL 174:2930:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schuster, Arthur~117316717:Schuster, Arthur:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::24.10.1897::::Manchester~53.4808°, -2.235°:4 S. hs.:::::::2004
NL 174:2931:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schwahn, Paul~117653136:Schwahn, Paul (Dr., Redakteur):117653136::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::14.01.1895:Himmel und Erde. Illustrirte naturwissenschaftliche Monatsschrift <Berlin>~K:Himmel und Erde. Illustrirte naturwissenschaftliche Monatsschrift <Berlin> s. Schwahn, Paul::Berlin~52.518611°, 13.408056°:1 S. ms.:::::::1990
NL 174:2932:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schwarzer, Josef~P:Schwarzer, Josef:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.05.1909::::Brod nad Dyjí~48.875005°, 16.535211°:2 S. hs.:::::::0
NL 174:2933:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schweder, Gotthard~117653691:Schweder, Gotthard:117653691::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::41895::::Riga~56.95°, 24.1°:1 S. hs.:::::::1983
NL 174:2934:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schweitzer, Paul~P:Schweitzer, Paul:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::26.03.1911::::Budapest~47.5°, 19.05°:3 S. hs.:::::::0
NL 174:2935:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schwerdtner, Hugo~117421588:Schwerdtner, Hugo (Dr. med.):117421588::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::18.02.1908::::Wien~48.20833°, 16.373064°:1 S. hs.:::::::2006
NL 174:2936:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schwiedland, Eugen~ 117430609:Schwiedland, Eugen (Prof.):117430609::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::24.09.1884::::Purkersdorf~48.2075°, 16.175833°:4 S. hs.:::::::2007
NL 174:2937:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schwiedland, Eugen~ 117430609:Schwiedland, Eugen (Prof.):117430609::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte::20.11.1884 (Poststempel):20.11.1884::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::2007
NL 174:2938:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schwiedland, Eugen~ 117430609:Schwiedland, Eugen (Prof.):117430609::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::27.10.1907::::Wien~48.20833°, 16.373064°:1 S. hs.:::::::2007
NL 174:2939:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schwiedland, Eugen~ 117430609:Schwiedland, Eugen (Prof.):117430609::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte::01.11.1907 (Poststempel):01.11.1907::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::2007
NL 174:2940:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schwiedland, Eugen~ 117430609:Schwiedland, Eugen (Prof.):117430609::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::16.09. (o.J.):::::Purkersdorf~48.2075°, 16.175833°:4 S. hs.:::::::2007
NL 174:2941:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Schwiedland, Eugen~ 117430609:Schwiedland, Eugen (Prof.):117430609::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::09.11. (o.J.):::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::2007
NL 174:2942:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Scolik, Charles~133116735:Scolik, Charles (Fotograf):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::07.02.1910::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::1998
NL 174:2943:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Scripture, Edward Wheeler~117654272:Scripture, Edward Wheeler:117654272::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.07.1898::::New Haven~41.308056°, -72.928611°:1 S. hs.:eng::::::2015
NL 174:2944:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Seeliger, Hugo von~118796011:Seeliger, Hugo von:118796011::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::07.01.1885::::München-Bogenhausen~48.14776°, 11.60161°:5 S. hs.:::::::1994
NL 174:2945:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Seeliger, Hugo von~118796011:Seeliger, Hugo von:118796011::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::13.10.1896::::München~48.136944°, 11.575278°:1 S. hs.:::::::1994
NL 174:2946:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Seeliger, Hugo von~118796011:Seeliger, Hugo von:118796011::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::24.02.1900::::München~48.136944°, 11.575278°:4 S. hs.:::::::1994
NL 174:2947:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Seeliger, Hugo von~118796011:Seeliger, Hugo von:118796011::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::01.03.1900::::München~48.136944°, 11.575278°:3 S. hs.:::::::1994
NL 174:2948:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Seeliger, Hugo von~118796011:Seeliger, Hugo von:118796011::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::11.01.1906::::München~48.136944°, 11.575278°:4 S. hs.:::::::1994
NL 174:2949:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Seeliger, Hugo von~118796011:Seeliger, Hugo von:118796011::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::30.09.1906::::München~48.136944°, 11.575278°:2 S. hs.:::::::1994
NL 174:2950:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Seeliger, Hugo von~118796011:Seeliger, Hugo von:118796011::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::01.06.1910::::München~48.136944°, 11.575278°:2 S. hs.:::::::1994
NL 174:2951:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Seemann von Treuenwart, Karl Ottokar~1033584045; Seemann, Carl Ritter von s. Seemann von Treuenwart, Karl Ottokar:Seemann, Carl Ritter von:::Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte::o.D.:::::o.O.:1 S. gedr.:::::::1111
NL 174:2952:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Seligmann, Adalbert~117473995:Seligmann, Adalbert:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::07.10.1906::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::2015
NL 174:2953:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Seligmann, Adalbert~117473995:Seligmann, Adalbert:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::o.D.:::::o.O.:2 S. hs.:::::::2015
NL 174:2954:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Semon, Richard~118764497:Semon, Richard:118764497::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.12.1904::::München~48.136944°, 11.575278°:4 S. hs.:::::::1988
NL 174:2955:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Semon, Richard~118764497:Semon, Richard:118764497::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::07.08.1905::::Schluderbach~46.620278°, 12.217222°:2 S. hs.:::::::1988
NL 174:2956:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Semon, Richard~118764497:Semon, Richard:118764497::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.06.1907::::München~48.136944°, 11.575278°:8 S. hs.::Thiele 1978, S. 141-143; Thiele 1971a, S. 596-598:::::1988
NL 174:2957:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Semon, Richard~118764497:Semon, Richard:118764497::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::28.06.1907::::München~48.136944°, 11.575278°:9 S. hs.::Thiele 1978, S. 144-146; Thiele 1971a, S. 598-600:::::1988
NL 174:2958:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Semon, Richard~118764497:Semon, Richard:118764497::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::29.05.1909::::München~48.136944°, 11.575278°:3 S. hs.:::::::1988
NL 174:2959:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Semon, Richard~118764497:Semon, Richard:118764497::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::07.06.1909::::München~48.136944°, 11.575278°:11 S. hs.:::::::1988
NL 174:2960:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Semon, Richard~118764497:Semon, Richard:118764497::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.06.1909::::München~48.136944°, 11.575278°:8 S. hs.:::::::1988
NL 174:2961:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Semon, Richard~118764497:Semon, Richard:118764497::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::05.12.1909::::München~48.136944°, 11.575278°:4 S. hs.:::::::1988
NL 174:2962:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Semon, Richard~118764497:Semon, Richard:118764497::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::08.12.1909::::München~48.136944°, 11.575278°:4 S. hs.:::::::1988
NL 174:2963:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Semon, Richard~118764497:Semon, Richard:118764497::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::17.02.1913::::München~48.136944°, 11.575278°:1 S. hs.:::::::1988
NL 174:2964:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Siemens, Constantin~P:Siemens, Constantin::280222-3:Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte::o.D.::Siemens & Halske <Wien>~ 280222-3:Siemens & Halske <Wien> s. Siemens, Constantin::Prag~50.083333°, 14.416667°:1 S. gedr.:::::::1111
NL 174:2965:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Siewers, Carl~P:Siewers, Carl:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::05.11.1887::::London~51.50939°, -0.11832°:1 S. hs.:eng::::::0
NL 174:2966:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Simony, Oskar~ 117398373:Simony, Oskar (Dr.):117398373::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.10.1887::::Wien~48.20833°, 16.373064°:3 S. hs.:::::::1985
NL 174:2967:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Sklarek, Wilhelm~117424226:Sklarek, Wilhelm:117424226::Mach, Ernst~118575767:Mach, Ernst:118575767::Telegramm:::18.02.1908::::Berlin~52.518611°, 13.408056°:1 S. gedr.:::::::1985
NL 174:2968:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Skraup, Zdenko Hanns~ 117425230:Skraup, Zdenko Hanns (Prof.):117425230::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::25.06.1898::::Graz~47.066667°, 15.433333°:3 S. hs.:::::::1980
NL 174:2969:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Skraup, Zdenko Hanns~ 117425230:Skraup, Zdenko Hanns (Prof.):117425230::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.02.1908::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::1980
NL 174:2970:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Slate, Frederick~102607222:Slate, Frederick:102607222::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::23.02.1901:University of California <Berkeley>~2025100-2:University of California <Berkeley> s. Slate, Frederick::Berkeley~37.871667°, -122.274722°:2 S. hs.:eng::::::2007
NL 174:2971:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Smith, I.P.Y.~P:Smith, I.P.Y.:::Haensel, Robert~P:Haensel, Robert:::Brief:::01.09.1883::::Ironbridge~52.628583°, -2.485118°:1 S. hs.:eng::::::0
NL 174:2972:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Smith, I.P.Y.~P:Smith, I.P.Y.:::Haensel, Robert~P:Haensel, Robert:::Brief:::18.09.1883:::Kelvin, William Thomson~ 118777033; Thomson, Sir William s. Kelvin, William Thomson:Ironbridge ~52.628583°, -2.485118°:2 S. hs.:eng::::::0
NL 174:2973:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Smith, Thomas S.~P:Smith, Thomas S. (Calcutta Review):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::05.07.1892:Calcutta Review <Calcutta>~K:Calcutta Review <Calcutta> s. Smith, Thomas S.::Kalkutta~22.566667°, 88.366667°:1 S. gedr. u. hs.:eng::::::0
NL 174:2974:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Snell, Carl~ 117441724:Snell, Carl (Prof.):117441724::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.02.1882::::Jena~50.927206°, 11.586361°:4 S. hs.:::::::1956
NL 174:2975:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Snell, Carl~ 117441724:Snell, Carl (Prof.):117441724::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::17.02.1882::::Jena~50.927206°, 11.586361°:6 S. hs.:::::::1956
NL 174:2976:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Soeding, Emil~P:Soeding, Emil:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.10.1889:Emil Soeding, Buchhandlung und Antiquariat <Wien>~K:Emil Soeding, Buchhandlung und Antiquariat <Wien> s. Soeding, Emil::Wien~48.20833°, 16.373064°:2 S. hs.:::::::0
NL 174:2977:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Sohncke, Leonhard~117453021:Sohncke, Leonhard:117453021::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::18.12.1891::::München~48.136944°, 11.575278°:2 S. hs.:::::::1967
NL 174:2978:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Sohncke, Leonhard~117453021:Sohncke, Leonhard:117453021::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.04.1893::::München~48.136944°, 11.575278°:1 S. hs.:::::::1967
NL 174:2979:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Sokal, Eduard~P:Sokal, Eduard:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::14.02.1902::::Berlin-Charlottenburg~52.516667°, 13.3°:8 S. hs.:::::::0
NL 174:2980:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Sokal, Eduard~P:Sokal, Eduard:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.02.1902::::Berlin-Charlottenburg~52.516667°, 13.3°:4 S. hs.:::::::0
NL 174:2981:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Sokal, Eduard~P:Sokal, Eduard:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.02.1902::::Berlin-Charlottenburg~52.516667°, 13.3°:6 S. hs.:::::::0
NL 174:2982:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Sokal, Eduard~P:Sokal, Eduard:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::17.04.1902::::Berlin-Charlottenburg~52.516667°, 13.3°:1 S. hs.:::::::0
NL 174:2983:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Solta, Georg~P:Solten (Soltau?), Georg:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::21.02.1912::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::0
NL 174:2984:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Solta, Georg~P:Solten (Soltau?), Georg:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::26.02.1912::::Wien~48.20833°, 16.373064°:4 S. hs.:::::::0
NL 174:2985:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Sonnemann, W.~P:Sonnemann, W. (Ingenieur):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::28.11.1888::::Hannover~52.374444°, 9.738611°:1 S. hs.:::::::0
NL 174:2986:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Soret, Charles~117476714:Soret, Charles:117476714::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::07.02.1892::::Genf~46.200013°, 6.149985°:3 S. hs.:fre::::::1974
NL 174:2987:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Soret, Charles~117476714:Soret, Charles:117476714::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::13.10.1900::::Genf~46.200013°, 6.149985°:4 S. hs.:fre::::::1974
NL 174:2988:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Spies, J.A.~P:Spies, J.A.::215012-8:Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::13.03.1890:Urania <Berlin>~215012-8:Urania <Berlin> s. Spies, J.A.::Berlin~52.518611°, 13.408056°:1 S. hs.:::::::0
NL 174:2989:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Spindler, P.~P:Spindler::2050057-9:Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::17.12.1897:Johann Ambrosius Barth <Leipzig>~4004574-2:Johann Ambrosius Barth <Leipzig> s. Spindler, P.::Leipzig~51.340333°, 12.37475°:1 S. hs.:::::::0
NL 174:2990:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Spottiswoode, William~117649996:Spottiswoode, William:117649996::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::23.09.1875::::London~51.50939°, -0.11832°:2 S. hs.:eng::::::1953
NL 174:2991:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Stallo, Edmund Kittredge~ P:Stallo, Edmund K.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.11.1900:Stallo, Richard & Shaw, Attorneys and Counselors at Law <Cincinnati>~K :Stallo, Richard & Shaw, Attorneys and Counselors at Law <Cincinnati> s. Stallo, Edmund K.::Cincinnati~39.136111°, -84.503056°:1 S. ms.:eng::::::2017
NL 174:2992:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Stallo, Edmund Kittredge~ P:Stallo, Edmund K.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte::o.D.:::::Cincinnati~39.136111°, -84.503056°:1 S. gedr. u. hs.:eng::::::1111
NL 174:2993:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Stallo, Hulda~P:Stallo, Hulda:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::08.01.1900::::Florenz~43.783333°, 11.25°:4 S. hs.::Thiele 1978, S. 194; Thiele 1969b, S. 542:::::2017
NL 174:2994:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Stallo, Hulda~P:Stallo, Hulda:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::o.D.:::::Florenz~43.783333°, 11.25°:1 S. hs.::::Brief unvollständig:::2017
NL 174:2995:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Stallo, John Bernhard~117206563:Stallo, John Bernhard:117206563::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.10.1897::::Florenz~43.783333°, 11.25°:3 S. hs.:::::::1970
NL 174:2996:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Stallo, John Bernhard~117206563:Stallo, John Bernhard:117206563::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::11.08.1899::::Florenz~43.783333°, 11.25°:3 S. hs.::Thiele 1978, S. 193f.; Thiele 1969b, S. 541f.:::::1970
NL 174:2997:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Stallo, John Bernhard~117206563:Stallo, John Bernhard:117206563::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::30.10.1899::::Florenz~43.783333°, 11.25°:1 S. hs.:::::::1970
NL 174:2998:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Steinheil, Rudolph~117657883:Steinheil, Rudolph (Dr.):117657883:5184017-0:Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte::o.D.::C. A. Steinheil Söhne <München>~ 5184017-0:C.A. Steinheil Söhne <München> s. Steinheil, Rudolph::München~48.136944°, 11.575278°:1 S. gedr.:::::::2000
NL 174:2999:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Stern, Friedrich~P:Stern, Friedrich:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::17.02.1908::::o.O.:1 S. hs.:::::::0
NL 174:3000:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Stern, M.L.~P:Stern, M.L. (Dr.):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.11.1906::::Trest~49.293056°, 15.484444°:4 S. hs.:::::::1978
NL 174:3001:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Stern, Viktor~117691062:Stern, Viktor:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.10.1905::::Wien~48.20833°, 16.373064°:6 S. hs.:::::::2028
NL 174:3002:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Sterneck, Robert von~116048085:Sterneck, Robert von:116048085::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.01.1906::::Czernowitz~48.3°, 25.93°:8 S. hs.:::::::1998
NL 174:3003:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Stögermayr, A.~P:Stögermayr, A.:::Hajek, Franz~P:Hajek, Franz:::Brief:::29.03.1895:::Kareis, Josef~ 1012978648:Wien~48.20833°, 16.373064°:2 S. hs.:::::::0
NL 174:3004:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Stögermayr, A.~P:Stögermayr, A.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.03.1895:A. Stögermayr <Wien>~K:A. Stögermayr <Wien> s. Stögermayr, A.:Kareis, Josef~ 1012978648:Wien~48.20833°, 16.373064°:1 S. hs.:::::::0
NL 174:3005:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Stöhr, Adolf~ 117264911:Stöhr, Adolf (Prof.):117264911::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::26.08.1905::::Prein an der Rax~47,6756°, 15,7744°:2 S. hs.:::::::1991
